stratum,pmcid,n_lines,n_chars,title
mid,PMC9608980,220,41583,Polypharmacy in Older Adults with Alzheimer’s Disease
mid,PMC3569684,207,41615,Long-term Exposure to PM2.5 and Incidence of Acute Myocardial Infarction
mid,PMC3721881,271,41649,"Global cardiovascular risk profiles of untreated hypertensives in an urban, developing community in Africa"
mid,PMC9195252,389,41665,Prevalence and prognosis of left ventricular diastolic dysfunction in community hypertension patients
mid,PMC12492052,334,41847,Contemporary Incidence and Survival of Lung Neuroendocrine Neoplasms
mid,PMC6289164,328,41865,"Christmas, national holidays, sport events, and time factors as triggers of acute myocardial infarction: SWEDEHEART observational study 1998-2013"
mid,PMC5164907,282,41934,The Markers of Glutamate Metabolism in Peripheral Blood Mononuclear Cells and Neurological Complications in Lung Cancer Patients
mid,PMC5207550,256,42001,Efficacy of an early home-based cardiac rehabilitation program for patients after acute myocardial infarction: A three-dimensional speckle tracking echocardiography randomized trial
mid,PMC9678479,371,42103,"New Onset of Diabetes Mellitus and Associated Factors among COVID-19 Patients in COVID-19 Care Centers, Addis Ababa, Ethiopia 2022"
mid,PMC7907127,272,42192,Choriocapillaris microvasculature dysfunction in systemic hypertension
mid,PMC8467937,218,42199,Common Metabolites in Two Different Hypertensive Mouse Models: A Serum and Urine Metabolome Study
mid,PMC3713042,282,42219,Assessment of the Magnitude of Contextual and Individual Demographic Effects on Diabetes Mellitus and Glucose Intolerance in Rural Southwest China: A Multilevel Analysis
mid,PMC7809586,359,42262,Association of the Estimated Glomerular Filtration Rate With vs Without a Coefficient for Race With Time to Eligibility for Kidney Transplant
mid,PMC3464381,285,42295,Metformin in non-Diabetic Patients Presenting with ST Elevation Myocardial Infarction: Rationale and Design of the Glycometabolic Intervention as Adjunct to Primary Percutaneous Intervention in ST Elevation Myocardial Infarction (GIPS)-III Trial
mid,PMC4144969,283,42340,Establishment of a Model of Renal Impairment with Mild Renal Insufficiency Associated with Atrial Fibrillation in Canines
mid,PMC3852223,315,42383,Investigating silent strokes in hypertensives: a magnetic resonance imaging study (ISSYS): rationale and protocol design
mid,PMC11925477,286,42461,Association between pre-existing cardiovascular risk factors and post-acute sequelae of COVID-19 in older adults
mid,PMC10148459,296,42482,Diagnostic accuracy of left atrial function and strain for differentiating between acute and chronic myocardial infarction
mid,PMC12342259,304,42519,Association between homocysteine levels and hypertension prevalence as well as all-cause mortality and cardiovascular mortality among hypertensive patients: A population-based study
mid,PMC1479320,374,42529,Chronic renal insufficiency among Asian Indians with type 2 diabetes: I. Role of RAAS gene polymorphisms
mid,PMC6371567,386,42637,sRAGE and early signs of cardiac target organ damage in mild hypertensives
mid,PMC4522127,339,42657,Does oral sodium bicarbonate therapy improve function and quality of life in older patients with chronic kidney disease and low-grade acidosis (the BiCARB trial)? Study protocol for a randomized controlled trial
mid,PMC11608614,263,42662,"Reproducibility of daytime hypertension, night-time hypertension, and nocturnal blood pressure dipping patterns in young to middle age patients with stage 1 hypertension"
mid,PMC5747597,516,42680,The QardioArm App in the Assessment of Blood Pressure and Heart Rate: Reliability and Validity Study
mid,PMC6555784,374,42697,Analysis of 2897 hospitalization events for patients with chronic kidney disease: results from CKD-JAC study
mid,PMC3566173,357,42729,Pregnancy Outcomes of Anti-Hypertensives for Women with Chronic Hypertension: A Population-Based Study
mid,PMC6907272,282,42729,"No increased risk of glucose metabolism disorders in adults with growth hormone deficiency undergoing long-term treatment with biosimilar somatropin (Omnitrope®): data from an observational, longitudinal study"
mid,PMC9367874,317,42732,How Is It to Live with Diabetes Mellitus? The Voices of the Diabetes Mellitus Clients
mid,PMC13019561,323,42761,Quantifying Change in Proteinuria After Acute Kidney Injury Among Patients With Chronic Kidney Disease: Findings From the Chronic Renal Insufficiency Cohort (CRIC) Study
mid,PMC8582182,282,42790,Antihypertensive treatments and risks of lung Cancer: a large population-based cohort study in Hong Kong
mid,PMC12482560,242,42899,GDF15 attenuates myocardial infarction-induced injury by preserving mitochondrial function and suppressing oxidative stress
mid,PMC9517047,280,42923,Potential Protective Role of Galectin-3 in Patients with Gonarthrosis and Diabetes Mellitus: A Cross-Sectional Study
mid,PMC7021702,239,42982,Fractional Anisotropy changes in Parahippocampal Cingulum due to Alzheimer’s Disease
mid,PMC5260128,344,43021,Non-high-density lipoprotein cholesterol predicts nonfatal recurrent myocardial infarction in patients with ST segment elevation myocardial infarction
mid,PMC4569584,288,43040,The Association of Handgrip Strength and Type 2 Diabetes Mellitus in Six Ethnic Groups: An Analysis of the HELIUS Study
mid,PMC6889673,300,43045,Expression profiles of long noncoding RNAs and messenger RNAs in the border zone of myocardial infarction in rats
mid,PMC10820232,318,43081,Left Ventricular Mass Index Predicts Renal Function Decline in Patients with Chronic Kidney Disease
mid,PMC9368716,292,43134,Nine-Year Trends in Atrial Fibrillation Prevalence among Romanian Adult Hypertensives: A Post-Hoc Analysis of SEPHAR II-IV Surveys
mid,PMC3349540,343,43206,Non-replication study of a genome-wide association study for hypertension and blood pressure in African Americans
mid,PMC9544472,348,43210,The additive effect of periodontitis with hypertension on risk of systemic disease and mortality
mid,PMC13280542,295,43353,Hormone secretion predicts poor prognosis in lung neuroendocrine neoplasms
mid,PMC10918930,315,43389,A cross-sectional study determining prevalence and factors associated with ST-segment elevation myocardial infarction and non-ST segment elevation myocardial infarction in Iran: results from fasa registry on acute myocardial infarction (FaRMI)
mid,PMC10266637,286,43411,PTPN22 intron polymorphism rs1310182 (c.2054-852T>C) is associated with type 1 diabetes mellitus in patients of Armenian descent
mid,PMC3750602,380,43426,Prevalence of herbal and dietary supplement usage in Thai outpatients with chronic kidney disease: a cross-sectional survey
mid,PMC6388331,234,43442,Oxidative Stress in Animal Models of Acute and Chronic Renal Failure
mid,PMC8746801,237,43448,Dietary Acid Load and Relationship with Albuminuria and Glomerular Filtration Rate in Individuals with Chronic Kidney Disease at Predialysis State
mid,PMC10765730,310,43510,In-hospital outcomes of transcatheter aortic valve replacement in patients with chronic and end-stage renal disease: a nationwide database study
mid,PMC5485944,270,43529,Cholesterol Crystal Embolism and Chronic Kidney Disease
mid,PMC3600316,288,43580,The Effect of Alpha-Lipoic Acid on Mitochondrial Superoxide and Glucocorticoid-Induced Hypertension
mid,PMC2753644,330,43600,Chronic Obstructive Pulmonary Disease and Altered Risk of Lung Cancer in a Population-Based Case-Control Study
mid,PMC8249442,245,43605,Bidirectional association between periodontal disease and diabetes mellitus: a systematic review and meta-analysis of cohort studies
mid,PMC10278792,324,43663,Association between Depressive Symptom Trajectory and Chronic Kidney Disease Progression: Findings from the Chronic Renal Insufficiency Cohort Study
mid,PMC5268044,268,43697,EGFR-TKIs versus taxanes agents in therapy for nonsmall-cell lung cancer patients: A PRISMA-compliant systematic review with meta-analysis and meta-regression
mid,PMC5531470,232,43739,Corticotropin-releasing factor receptor-1 modulates biomarkers of DNA oxidation in Alzheimer’s disease mice
mid,PMC8636005,229,43834,Innate Lymphoid Cells and Myocardial Infarction
mid,PMC10758752,372,43874,Association Between Apolipoprotein B and Coronary Artery Disease Among Hypertensive Patients: A Systematic Review of the Prospective and Retrospective Studies
mid,PMC13265864,375,43874,"The Association Between Pulmonary Hypertension, End-Stage Kidney Disease, and Death: An Analysis of the Chronic Renal Insufficiency Cohort Study (CRIC)"
mid,PMC7772165,265,43875,Media coverage of prevention and treatment options using the examples of diabetes mellitus and depression
mid,PMC10343850,340,43879,Prediction of miRNA–Disease Associations by Cascade Forest Model Based on Stacked Autoencoder
mid,PMC3503717,416,43937,Altered Gene Expression Pattern in Peripheral Blood Mononuclear Cells in Patients with Acute Myocardial Infarction
mid,PMC9901094,428,43944,Impact of free maternity services on outcomes related to hypertensive disorders of pregnancy at Moi Teaching and Referral Hospital in Kenya: a retrospective analysis
mid,PMC13346366,328,43985,GLP-1 receptor agonists in atherosclerotic cardiovascular disease and diabetes mellitus or obesity: investigation of the potential role in a German inpatient dataset
mid,PMC3877372,232,44019,"Effects of Baseline CSF α-Synuclein on Regional Brain Atrophy Rates in Healthy Elders, Mild Cognitive Impairment and Alzheimer’s Disease"
mid,PMC13451477,310,44024,Empagliflozin’s Effects on Carotid Ultrasound Parameters in Type 2 Diabetes Patients Post-ST-Elevation Myocardial Infarction: A Randomized Controlled Trial
mid,PMC6594608,267,44091,Oral extracellular vesicles in early pregnancy can identify patients at risk of developing gestational diabetes mellitus
mid,PMC6586400,363,44118,Are associations between psychosocial stressors and incident lung cancer attributable to smoking?
mid,PMC6491556,265,44123,Hyperuricemia has increased the risk of progression of chronic kidney disease: propensity score matching analysis from the KNOW-CKD study
mid,PMC3821857,251,44160,DOK2 Inhibits EGFR-Mutated Lung Adenocarcinoma
mid,PMC4376775,269,44175,Differential MR Delayed Enhancement Patterns of Chronic Myocardial Infarction between Extracellular and Intravascular Contrast Media
mid,PMC10308690,405,44186,Number of recurrences is significantly associated with the post-acute pancreatitis diabetes mellitus in a population with hypertriglyceridemic acute pancreatitis
mid,PMC3414744,429,44215,Individual-based primary prevention of cardiovascular disease in Cambodia and Mongolia: early identification and management of hypertension and diabetes mellitus
mid,PMC5016561,372,44334,LIGHT/TNFSF14 is increased in patients with type 2 diabetes mellitus and promotes islet cell dysfunction and endothelial cell inflammation in vitro
mid,PMC4739587,283,44507,Interleukin-6 Is a Risk Factor for Atrial Fibrillation in Chronic Kidney Disease: Findings from the CRIC Study
mid,PMC3157472,279,44534,Importance of Suitable Reference Gene Selection for Quantitative Real-Time PCR: Special Reference to Mouse Myocardial Infarction Studies
mid,PMC5882250,231,44538,Long-Term Outcomes in Patients With Type 2 Myocardial Infarction and Myocardial Injury
mid,PMC1247618,278,44558,Lung Cancer in Railroad Workers Exposed to Diesel Exhaust
mid,PMC10542184,303,44575,U-shaped association between triglyceride and risk of incident diabetes in normoglycemic males with NAFLD: A population-base cohort study
mid,PMC12212162,326,44591,Recognition and diagnosis of Alzheimer’s Disease using T1-weighted magnetic resonance imaging via integrating CNN and Swin vision transformer
mid,PMC4050398,376,44603,KNOW-CKD (KoreaN cohort study for Outcome in patients With Chronic Kidney Disease): design and methods
mid,PMC7952797,382,44684,Preoperative predictors of restoration in quality of life after surgery for lung cancer
mid,PMC3226486,256,44686,"A Case–Referent Study of Lung Cancer and Incense Smoke, Smoking, and Residential Radon in Chinese Men"
mid,PMC6944834,377,44686,"Trends in the prevalence, awareness, treatment and control of diabetes in rural areas of northern China from 1992 to 2011"
mid,PMC4610060,295,44692,Factors Associated with Medication Nonadherence among Hypertensives in Ghana and Nigeria
mid,PMC11392073,432,44770,Prediction of the pathological subtypes by intraoperative frozen section for patients with cT1N0M0 invasive lung adenocarcinoma (ECTOP-1015): a prospective multicenter study
mid,PMC5299097,262,44782,Assessment and classification of patients with myocardial injury and infarction in clinical practice
mid,PMC4259326,320,44833,A Clinical Index to Predict Progression from Mild Cognitive Impairment to Dementia Due to Alzheimer's Disease
mid,PMC4660634,333,44833,Discordant associations of lipid parameters with albuminuria and chronic kidney disease: a population-based study
mid,PMC9805431,333,44895,Cardiac magnetic resonance feature tracking global and segmental strain in acute and chronic ST-elevation myocardial infarction
mid,PMC9433206,265,44964,Related Factors and Economic Burden Evaluation of Nosocomial Infection in Patients with Chronic Kidney Disease
mid,PMC10056269,269,44995,Current and Future Therapeutical Options in Alport Syndrome
mid,PMC2777188,296,45104,Accumulation of neutral lipids in peripheral blood mononuclear cells as a distinctive trait of Alzheimer patients and asymptomatic subjects at risk of disease
mid,PMC3865210,266,45120,Deficiency of Ataxia Telangiectasia Mutated Kinase Modulates Cardiac Remodeling Following Myocardial Infarction: Involvement in Fibrosis and Apoptosis
mid,PMC9229324,341,45162,Biomarkers Predictive for In-Hospital Mortality in Patients with Diabetes Mellitus and Prediabetes Hospitalized for COVID-19 in Austria: An Analysis of COVID-19 in Diabetes Registry
mid,PMC6705707,211,45195,Alcohol Use and the Risk of Developing Alzheimer’s Disease
mid,PMC4648559,249,45247,Iron Chelation Inhibits Osteoclastic Differentiation In Vitro and in Tg2576 Mouse Model of Alzheimer’s Disease
mid,PMC8610118,250,45249,Identification of the function and mechanism of m6A reader IGF2BP2 in Alzheimer’s disease
mid,PMC4534050,392,45370,Extracellular volume quantification in isolated hypertension - changes at the detectable limits?
mid,PMC12224910,259,45417,Immunotherapy for hypertensive end-organ damage: a new therapeutic strategy
mid,PMC4154221,272,45657,Outdoor Particulate Matter Exposure and Lung Cancer: A Systematic Review and Meta-Analysis
mid,PMC10150103,340,45688,Predictive model of diabetes mellitus in patients with idiopathic inflammatory myopathies
mid,PMC8414895,288,45692,Estimates of Type 2 Diabetes Mellitus Burden Attributable to Particulate Matter Pollution and Its 30-Year Change Patterns: A Systematic Analysis of Data From the Global Burden of Disease Study 2019
mid,PMC5530523,375,45705,"Risk factors for type 2 diabetes mellitus among out-patients in Ho, the Volta regional capital of Ghana: a case–control study"
mid,PMC9592305,420,45725,Efficacy and safety of dual antiplatelet therapy after percutaneous coronary drug-eluting stenting: A network meta-analysis
mid,PMC9051153,287,45736,A novel soluble epoxide hydrolase vaccine protects murine cardiac muscle against myocardial infarction
mid,PMC3859216,257,45803,Connected speech as a marker of disease progression in autopsy-proven Alzheimer’s disease
mid,PMC4495630,385,45913,Cardiovascular mortality among a cohort of hypertensive and normotensives in Rio de Janeiro - Brazil - 1991–2009
mid,PMC11594033,374,45955,"Prevalence and Determinants of Household Self-Reported Diabetes Mellitus in Gauteng, South Africa"
mid,PMC9152091,189,46024,"THIRSTY FOR FRUCTOSE: Arginine Vasopressin, Fructose, and the Pathogenesis of Metabolic and Renal Disease"
mid,PMC5590153,317,46027,Low serum vitamin D levels in type 2 diabetes patients are associated with decreased mycobacterial activity
mid,PMC11288809,315,46148,Random forest model used to predict the medical out-of-pocket costs of hypertensive patients
mid,PMC4625452,400,46212,Renal disease and accidental falls: a review of published evidence
mid,PMC11213983,432,46222,The effect of diabetes mellitus on perioperative outcomes after colorectal resection: a national cohort study
mid,PMC1559700,277,46361,"Prevalence of self-reported hypertension and its relation to dietary habits, in adults; a nutrition & health survey in Greece"
mid,PMC11988729,328,46377,"Assessing the Impact of Hypertension on Health-Related Quality of Life: Insights from Sociodemographic, Economic, and Clinical Features Using SF-36"
mid,PMC8795812,358,46404,"The Spectrum of Malignant Neoplasms among Liver Transplant Recipients: Sociodemographic Factors, Mortality, and Hospital Burden"
mid,PMC9754908,306,46409,"Epidemiology of myocardial infarction in Korea: hospitalization incidence, prevalence, and mortality"
mid,PMC5075179,379,46413,Correction of metabolic acidosis improves insulin resistance in chronic kidney disease
mid,PMC4776390,280,46441,Abnormal phosphorylation of Tie2/Akt/eNOS signaling pathway and decreased number or function of circulating endothelial progenitor cells in prehypertensive premenopausal women with diabetes mellitus
mid,PMC4831797,433,46446,Positive Impact of Nutritional Interventions on Serum Symmetric Dimethylarginine and Creatinine Concentrations in Client-Owned Geriatric Cats
mid,PMC5048479,319,46468,The pre-synaptic vesicle protein synaptotagmin is a novel biomarker for Alzheimer’s disease
mid,PMC10487958,350,46474,Symptoms in Hypertensive Patients Presented to the Emergency Medical Service: A Comprehensive Retrospective Analysis in Clinical Settings
mid,PMC8336333,336,46490,"The prevalence, relative risk factors and MTHFR C677T genotype of H type hypertension of the elderly hypertensives in Shanghai, China: a cross-section study: Prevalence of H type hypertension"
mid,PMC3946345,317,46555,Acupuncture Modulates Resting State Hippocampal Functional Connectivity in Alzheimer Disease
mid,PMC9394018,352,46658,Undergraduate nursing students’ knowledge of and attitudes toward people with alzheimer’s disease
mid,PMC4605027,221,46756,Induction of substantial myocardial regeneration by an active fraction of the Chinese herb Rosa laevigata Michx
mid,PMC7646193,384,46829,NEMPD: a network embedding-based method for predicting miRNA-disease associations by preserving behavior and attribute information
mid,PMC7526458,295,46849,IL-10 provides cardioprotection in diabetic myocardial infarction via upregulation of Heme clearance pathways
mid,PMC8476992,307,46909,Circulating Levels of MicroRNAs Associated With Hypertension: A Cross-Sectional Study in Male and Female South African Participants
mid,PMC10854423,361,46932,"Prevalence, Risk Factors and Cardiovascular Comorbidities of Resistant Hypertension among Treated Hypertensives in a Nigerian Population"
mid,PMC11537125,235,46999,Acetate-producing bacterium Paenibacillus odorifer hampers lung cancer growth in lower respiratory tract: an in vitro study
mid,PMC7914443,243,47075,Protein Expression of Angiotensin-Converting Enzyme 2 (ACE2) is Upregulated in Brains with Alzheimer’s Disease
mid,PMC8275379,267,47203,The Potential Benefits of Nanotechnology in Treating Alzheimer's Disease
mid,PMC9626446,366,47224,Is dietary intake of antioxidant vitamins associated with reduced adverse effects of air pollution on diabetes? Findings from a large cohort study
mid,PMC6394668,289,47228,Central systolic blood pressure and central pulse pressure predict left ventricular hypertrophy in hypertensive children
mid,PMC8901279,383,47282,Efficacy of statins on renal function in patients with chronic kidney disease: a systematic review and meta-analysis
mid,PMC9840603,322,47334,Lactate dehydrogenase is associated with flow-mediated dilation in hypertensive patients
mid,PMC8088439,350,47406,"Genetic predisposition, Aβ misfolding in blood plasma, and Alzheimer’s disease"
mid,PMC12116197,319,47481,Incidence of Cardiovascular Events in Hypertensive Patients Based on the Quantity of Major Risk Factors According to the Isfahan Cohort Study
mid,PMC11232199,321,47649,Combined expert-in-the-loop—random forest multiclass segmentation U-net based artificial intelligence model: evaluation of non-small cell lung cancer in fibrotic and non-fibrotic microenvironments
mid,PMC4051660,549,47896,Changes in QTc Interval in the Citalopram for Agitation in Alzheimer's Disease (CitAD) Randomized Trial
mid,PMC1947951,306,47951,Resequencing PNMT in European hypertensive and normotensive individuals: no common susceptibilily variants for hypertension and purifying selection on intron 1
mid,PMC7801646,342,47993,The interaction between self-care behavior and disease knowledge on the decline in renal function in chronic kidney disease
mid,PMC4215861,329,48093,Atlas-Based Quantification of Cardiac Remodeling Due to Myocardial Infarction
mid,PMC8880395,375,48179,"Health care seeking behaviour and financial protection of patients with hypertension: A cross-sectional study in rural West Bengal, India"
mid,PMC9627198,242,48203,Genetic risk score to improve prediction and treatment in gestational diabetes mellitus
mid,PMC8484170,331,48230,Ten-year clinical outcomes of polymer-free versus durable polymer new-generation drug-eluting stent in patients with coronary artery disease with and without diabetes mellitus: Results of the Intracoronary Stenting and Angiographic Results: Test Efficacy of Sirolimus- and Probucol- and Zotarolimus-Eluting Stents (ISAR-TEST 5) trial
mid,PMC8046536,538,48231,"Prevalence and Risk Factors of Gestational Diabetes Mellitus among Women Attending Antenatal Care in Hadiya Zone Public Hospitals, Southern Nation Nationality People Region"
mid,PMC9771776,390,48292,"High prevalence of dyslipidaemia among persons with diabetes mellitus and hypertension at a tertiary hospital in Blantyre, Malawi"
mid,PMC3261941,307,48307,Circulating Levels of Persistent Organic Pollutants (POPs) and Carotid Atherosclerosis in the Elderly
mid,PMC10455679,273,48313,Assessment of Hypertensive Patients’ Complex Metabolic Status Using Data Mining Methods
mid,PMC6970546,282,48322,High-Sensitivity Cardiac Troponin and the Universal Definition of Myocardial Infarction
mid,PMC12477764,331,48386,Correlation analysis of ApoB and TyG index levels with residual cardiovascular risk in patients with acute myocardial infarction
mid,PMC5457596,378,48420,Serum uric acid concentration is associated with hypertensive retinopathy in hypertensive chinese adults
mid,PMC7500018,333,48493,Trends in the incidence of diabetes mellitus: results from the Global Burden of Disease Study 2017 and implications for diabetes mellitus prevention
mid,PMC9420096,257,48495,A stronger association of diabetes mellitus with impaired hyperaemia using a novel ECG-gated device compared with peripheral arterial tonometry
mid,PMC12255961,224,48527,Management of Elevated Blood Pressure and Hypertension in Hospitalized Non-hypertensive Patients: A Systematic Guideline Review
mid,PMC7804125,364,48572,Fast walking is a preventive factor against new-onset diabetes mellitus in a large cohort from a Japanese general population
mid,PMC4183025,293,48636,Heart rate variability in children with type 1 diabetes mellitus
mid,PMC6319708,349,48704,Thoracic aortic calcification across the clinical dysglycemic continuum in a large Asian population free of cardiovascular symptoms
mid,PMC3241693,373,48709,Immunoglobulin E and Mast Cell Proteases Are Potential Risk Factors of Human Pre-Diabetes and Diabetes Mellitus
mid,PMC9645600,272,48760,"Primary hypertension, anti-hypertensive medications and the risk of severe COVID-19 in UK Biobank"
mid,PMC5463396,363,48837,"CKD.QLD: establishment of a chronic kidney disease [CKD] registry in Queensland, Australia"
mid,PMC3544747,238,48867,Comparing Cognitive and Somatic Symptoms of Depression in Myocardial Infarction Patients and Depressed Patients in Primary and Mental Health Care
mid,PMC11055154,353,49030,Exploring Lifestyle Factors and Treatment Adherence among Older Adults with Hypertension Attending a Mobile Health Unit (MHU) in a Rural Area of Central Portugal
mid,PMC2065870,269,49056,Interactions between the adducin 2 gene and antihypertensive drug therapies in determining blood pressure in people with hypertension
mid,PMC12811966,287,49159,Passive smoking and the risk of hypertension in nonsmoking adults: a systematic review and meta-analysis
mid,PMC2854758,356,49261,Reduction in Heart Rate Variability with Traffic and Air Pollution in Patients with Coronary Artery Disease
mid,PMC5833374,242,49305,Monoglyceride lipase gene knockout in mice leads to increased incidence of lung adenocarcinoma
mid,PMC6982778,272,49394,"8-Oxo-7,8-Dihydro-2′-Deoxyguanosine (8-oxodG) and 8-Hydroxy-2′-Deoxyguanosine (8-OHdG) as a Potential Biomarker for Gestational Diabetes Mellitus (GDM) Development"
mid,PMC4898308,297,49457,Risk prediction to inform surveillance of chronic kidney disease in the US Healthcare Safety Net: a cohort study
mid,PMC10315765,250,49490,Metabolic reprogramming heterogeneity in chronic kidney disease
mid,PMC8965715,371,49508,Hypertension Associated With Hearing Loss and Tinnitus Among Hypertensive Adults at a Tertiary Hospital in South Africa
mid,PMC6885231,280,49594,Atorvastatin Improves Hepatic Lipid Metabolism and Protects Renal Damage in Adenine-Induced Chronic Kidney Disease in Sprague-Dawley Rats
mid,PMC8266602,314,49624,Performance of the GRACE 2.0 score in patients with type 1 and type 2 myocardial infarction
mid,PMC9743545,339,49632,"The costs of interventions for type 2 diabetes mellitus, hypertension and cardiovascular disease in South Africa – a systematic literature review"
mid,PMC6417234,369,49640,Prevalence of diabetes mellitus among tuberculosis patients in Sub-Saharan Africa: a systematic review and meta-analysis of observational studies
mid,PMC10331967,375,49735,Efficacy of mHealth and education-led peer counseling for patients with hypertension and coronary artery disease in Pakistan: study protocol for a double-blinded pragmatic randomized-controlled trial with factorial design
mid,PMC8757580,246,49798,Risk factors for type 1 and type 2 myocardial infarction
mid,PMC6801649,327,50129,Predictor Factors of Perceived Health in Family Caregivers of People Diagnosed with Mild or Moderate Alzheimer’s Disease
mid,PMC11267951,387,50140,"Dietary adherence and associated factors among hypertensive patients in governmental hospitals of Guji zone, Oromia, Ethiopia"
mid,PMC6196770,255,50164,Acute myocardial infarction hospital admissions and deaths in England: a national follow-back and follow-forward record-linkage study
mid,PMC6952872,296,50254,18F-FDG PET-Based Imaging of Myocardial Inflammation Predicts a Functional Outcome Following Transplantation of mESC-Derived Cardiac Induced Cells in a Mouse Model of Myocardial Infarction
mid,PMC2801179,368,50409,Lung Cancer in a U.S. Population with Low to Moderate Arsenic Exposure
mid,PMC3673192,284,50445,Cardiovascular Outcomes and the Physical and Chemical Properties of Metal Ions Found in Particulate Matter Air Pollution: A QICAR Study
mid,PMC8688977,374,50463,Chronic limb threatening ischemia and diabetes mellitus: the severity of tibial atherosclerosis and outcome after infrapopliteal revascularization
mid,PMC12820519,383,50538,Proprotein Convertase Subtilisin/Kexin Type 9 Induces Platelet‐Derived Transforming Growth Factor‐β to Promote Myocardial Fibrosis After Myocardial Infarction
mid,PMC7311953,282,50627,Diabetes in Pregnancy and Risk of Antepartum Depression: A Systematic Review and Meta-Analysis of Cohort Studies
mid,PMC9052331,270,50642,Validation of the myocardial-ischaemic-injury-index machine learning algorithm to guide the diagnosis of myocardial infarction in a heterogenous population: a prespecified exploratory analysis
mid,PMC3236837,347,50670,Validation of an arterial tortuosity measure with application to hypertension collection of clinical hypertensive patients
mid,PMC8085261,285,50932,MicroRNA Profiles in Normotensive and Hypertensive South African Individuals
mid,PMC7404689,224,50936,Dysautonomia in Alzheimer's Disease
mid,PMC7248019,438,50976,"Post-contrast acute kidney injury in a hospitalized population: short-, mid-, and long-term outcome and risk factors for adverse events"
mid,PMC5342499,270,50999,Epigenome-wide association study of smoking and DNA methylation in non-small cell lung neoplasms
mid,PMC9477943,299,51065,Evaluating the efficacy and mechanism of metformin targets on reducing Alzheimer’s disease risk in the general population: a Mendelian randomisation study
mid,PMC3114823,331,51099,Lung Cancer Incidence and Long-Term Exposure to Air Pollution from Traffic
mid,PMC3960483,259,51104,Treatment Strategies to Prevent Renal Damage in Hypertensive Children
mid,PMC5690584,353,51105,Abnormal brain white matter microstructure is associated with both pre-hypertension and hypertension
mid,PMC7038071,377,51154,Manifestation of Systemic Toxicity in Rats after a Short-Time Inhalation of Lead Oxide Nanoparticles
mid,PMC11929527,361,51159,Implications of a new clinical classification of acute myocardial infarction
mid,PMC7503359,376,51254,Physical Activity Programs during Pregnancy Are Effective for the Control of Gestational Diabetes Mellitus
mid,PMC10552437,287,51292,Chronic kidney outcomes associated with GLP-1 receptor agonists versus long-acting insulins among type 2 diabetes patients requiring intensive glycemic control: a nationwide cohort study
mid,PMC10871577,440,51347,Differential efficacy of segmentectomy and wedge resection in sublobar resection compared to lobectomy for solid-dominant stage IA lung cancer: a systematic review and meta-analysis
mid,PMC11163696,458,51359,Determinants of mortality in hypertensive patients admitted with COVID-19: a single-centre retrospective study at a tertiary hospital in South Africa
mid,PMC7595287,371,51482,"Prevalence, placenta development, and perinatal outcomes of women with hypertensive disorders of pregnancy at Komfo Anokye Teaching Hospital"
mid,PMC4498787,363,51609,Agreement between Myocardial Infarction Patients and Their Spouses on Reporting of Data on 82 Cardiovascular Risk Exposures
mid,PMC9905079,244,51686,"Rare variant aggregation in 148,508 exomes identifies genes associated with proxy dementia"
mid,PMC9453102,376,51724,Evidence and Potential Mechanisms of Traditional Chinese Medicine for the Adjuvant Treatment of Coronary Heart Disease in Patients with Diabetes Mellitus: A Systematic Review and Meta-Analysis with Trial Sequential Analysis
mid,PMC10179038,315,51725,Potential Biomarkers to Distinguish Type 1 Myocardial Infarction in Troponin-Elevated Diseases
mid,PMC10578575,545,51727,ABO blood groups are not associated to gestational diabetes mellitus in Mexican women
mid,PMC12868036,317,51761,"Effect of patient education in improving quality of life, fatigue and anxiety in people diagnosed with lung cancer: systematic review"
mid,PMC11908747,266,51803,Cutaneous manifestations of diabetes mellitus: a narrative review
mid,PMC11093484,283,51844,Precise and safe pulmonary segmentectomy enabled by visualizing cancer margins with dual-channel near-infrared fluorescence
mid,PMC5691402,346,51922,Lower incidence of myocardial infarction after smoke-free legislation enforcement in Chile
mid,PMC5331721,433,51943,"A mixed-methods needs assessment of adult diabetes mellitus (type II) and hypertension care in Toledo, Belize"
mid,PMC10711082,400,52054,"Excessive weight gain onset-age and risk of developing diabetes mellitus: a large, prospective Chinese cohort study"
mid,PMC2663557,866,52090,Gene therapy by electroporation for the treatment of chronic renal failure in companion animals
long,PMC4668678,285,52211,Progenitor-like cells derived from mouse kidney protect against renal fibrosis in a remnant kidney model via decreased endothelial mesenchymal transition
long,PMC10800050,492,52290,Obesity-and lipid-related indices as a risk factor of hypertension in mid-aged and elderly Chinese: a cross-sectional study
long,PMC10380655,341,52295,Myocardial Infarction Susceptibility and the MTNR1B Polymorphisms
long,PMC3226505,238,52310,Lung Cancer and Cardiovascular Disease Mortality Associated with Ambient Air Pollution and Cigarette Smoke: Shape of the Exposure–Response Relationships
long,PMC4786976,321,52334,Traffic-Related Air Pollution and Dementia Incidence in Northern Sweden: A Longitudinal Study
long,PMC5764276,409,52363,Associations of plasma clusterin and Alzheimer’s disease-related MRI markers in adults at mid-life: The CARDIA Brain MRI sub-study
long,PMC12651626,330,52400,Contribution of Final-Year Medical Students to Hypertension Diagnosis in Primary Care Units
